id,date,region,latitude,longitude,soil_type,crop_type,month,year,lst_celsius,ndvi,savi,evi,ta_celsius,rh_percent,wind_ms,solar_wm2,vpd_kpa,et0_mm_day,soil_moisture,field_capacity,wilting_point,irrigation_event,cwsi,stress_label
489,2021-06-01,Gabès,33.88,9.79,sandy,Olive,6,2021,28.91,0.15,0.1363,0.2584,26.99,54.92,3.35,723.1,1.6065,1.77,0.1073,0.18,0.06,0,0.2951,mild
490,2022-12-27,Béja,36.73,9.18,loam,Citrus,12,2022,18.27,0.0709,0.0677,0.1292,14.81,65.0,2.14,209.5,0.5895,0.694,0.1563,0.32,0.12,0,0.5471,medium
491,2023-07-18,Nabeul,36.45,10.73,sandy,Barley,7,2023,38.81,0.1765,0.1578,0.2986,34.47,43.36,1.53,790.3,3.0924,2.159,0.1111,0.18,0.06,0,0.4643,mild
492,2023-12-08,Sidi Bouzid,35.04,9.48,sandy-loam,Tomato,12,2023,18.27,0.1023,0.0957,0.1822,14.74,65.0,5.79,203.0,0.587,0.681,0.1412,0.28,0.1,1,0.5317,medium
493,2022-01-18,Kairouan,35.67,10.1,clay-loam,Olive,1,2022,16.24,0.1058,0.0988,0.188,12.96,65.0,2.6,194.4,0.5227,0.63,0.2367,0.36,0.18,0,0.5201,medium
494,2023-04-19,Sidi Bouzid,35.04,9.48,sandy-loam,Tomato,4,2023,27.96,0.0906,0.0854,0.1628,22.75,60.0,3.56,479.9,1.1069,1.305,0.1421,0.28,0.1,0,0.6505,medium
495,2021-08-24,Sfax,34.74,10.76,sandy-loam,Potato,8,2021,33.81,0.221,0.1925,0.363,31.03,42.7,2.82,815.6,2.5786,2.049,0.2033,0.28,0.1,0,0.341,mild
496,2021-06-15,Sidi Bouzid,35.04,9.48,sandy-loam,Wheat,6,2021,27.52,0.3273,0.2685,0.5025,28.19,57.35,4.07,614.2,1.6295,1.675,0.2501,0.28,0.1,0,0.0497,low
497,2023-06-04,Sfax,34.74,10.76,sandy-loam,Olive,6,2023,31.69,0.4356,0.3374,0.627,32.43,53.69,3.85,844.6,2.2564,2.145,0.2741,0.28,0.1,0,0.0356,low
498,2022-03-04,Sfax,34.74,10.76,sandy-loam,Pepper,3,2022,16.7,0.2708,0.2292,0.4307,14.01,58.22,3.79,425.5,0.6684,0.964,0.2106,0.28,0.1,0,0.4553,mild
499,2023-11-23,Gafsa,34.43,8.78,sandy,Barley,11,2023,15.86,0.2903,0.2431,0.4561,16.08,76.65,4.06,278.8,0.4269,0.831,0.1526,0.18,0.06,0,0.1255,low
500,2022-08-20,Kairouan,35.67,10.1,clay-loam,Pepper,8,2022,33.07,0.3023,0.2514,0.4713,31.33,52.63,4.87,805.6,2.1687,2.049,0.2644,0.36,0.18,0,0.2689,mild
501,2022-11-28,Gafsa,34.43,8.78,sandy,Wheat,11,2022,25.57,0.1635,0.1473,0.2791,21.21,52.21,1.42,303.7,1.2039,0.999,0.1006,0.18,0.06,1,0.5327,medium
502,2022-11-27,Kairouan,35.67,10.1,clay-loam,Olive,11,2022,24.33,0.1557,0.141,0.2672,22.75,68.55,4.98,310.2,0.8703,1.05,0.2904,0.36,0.18,0,0.2789,mild
503,2022-07-13,Sidi Bouzid,35.04,9.48,sandy-loam,Barley,7,2022,36.73,0.1286,0.1184,0.225,34.49,36.9,4.66,639.8,3.4489,1.944,0.1663,0.28,0.1,0,0.2654,mild
504,2022-12-13,Gafsa,34.43,8.78,sandy,Potato,12,2022,18.18,0.2029,0.1786,0.3373,15.23,70.39,3.44,170.9,0.5124,0.634,0.1194,0.18,0.06,0,0.4712,mild
505,2022-07-20,Gabès,33.88,9.79,sandy,Olive,7,2022,34.62,0.2021,0.178,0.3361,32.23,50.75,3.55,953.1,2.3718,2.269,0.125,0.18,0.06,0,0.2896,mild
506,2021-09-03,Kairouan,35.67,10.1,clay-loam,Tomato,9,2021,30.48,0.1236,0.1141,0.2168,25.66,50.13,4.09,684.0,1.6429,1.67,0.2327,0.36,0.18,1,0.5596,medium
507,2021-11-08,Kairouan,35.67,10.1,clay-loam,Wheat,11,2021,21.98,0.0688,0.0658,0.1256,17.29,65.0,5.11,240.6,0.6908,0.8,0.2132,0.36,0.18,0,0.6521,medium
508,2021-08-16,Béja,36.73,9.18,loam,Potato,8,2021,34.2,0.1858,0.1653,0.3125,31.4,44.88,1.62,805.6,2.5329,2.052,0.1924,0.32,0.12,0,0.3384,mild
509,2022-07-14,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,7,2022,31.42,0.3276,0.2687,0.5029,31.83,56.87,5.72,730.1,2.0308,1.97,0.2336,0.28,0.1,0,0.0325,low
510,2021-04-13,Béja,36.73,9.18,loam,Tomato,4,2021,19.68,0.1871,0.1663,0.3143,18.02,66.21,3.19,638.0,0.6983,1.329,0.215,0.32,0.12,0,0.3429,mild
511,2021-10-25,Gafsa,34.43,8.78,sandy,Potato,10,2021,26.43,0.5132,0.3822,0.7072,26.01,76.54,4.73,400.3,0.7888,1.288,0.1563,0.18,0.06,0,0.1825,low
512,2022-02-11,Bizerte,37.27,9.87,loam,Tomato,2,2022,15.68,0.0376,0.0367,0.0703,9.81,46.15,1.84,303.4,0.6527,0.707,0.1416,0.32,0.12,1,0.9024,extreme
513,2023-12-09,Nabeul,36.45,10.73,sandy,Barley,12,2023,16.77,0.1778,0.1589,0.3006,15.85,78.77,1.35,218.8,0.3825,0.732,0.1279,0.18,0.06,0,0.2671,mild
514,2022-10-12,Nabeul,36.45,10.73,sandy,Potato,10,2022,33.91,0.1054,0.0984,0.1874,27.43,48.89,0.7,423.2,1.8686,1.367,0.0842,0.18,0.06,1,0.7972,high
515,2022-06-28,Béja,36.73,9.18,loam,Olive,6,2022,28.06,0.0893,0.0843,0.1607,24.4,38.12,3.57,759.7,1.8913,1.709,0.1712,0.32,0.12,1,0.5073,medium
516,2022-10-01,Sidi Bouzid,35.04,9.48,sandy-loam,Potato,10,2022,31.84,0.1054,0.0984,0.1873,23.87,40.63,2.36,464.0,1.7572,1.319,0.1391,0.28,0.1,1,0.84,high
517,2023-06-28,Kairouan,35.67,10.1,clay-loam,Potato,6,2023,32.67,0.1753,0.1568,0.2968,30.6,44.8,1.34,691.6,2.4237,1.87,0.256,0.36,0.18,0,0.267,mild
518,2023-06-26,Gafsa,34.43,8.78,sandy,Potato,6,2023,24.73,0.252,0.2157,0.4057,25.54,55.15,4.22,793.2,1.4674,1.794,0.1246,0.18,0.06,0,0.031,low
519,2023-08-10,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,8,2023,44.45,0.0688,0.0658,0.1257,34.67,30.11,0.68,580.1,3.8589,1.857,0.1101,0.28,0.1,1,0.7923,high
520,2021-11-10,Sidi Bouzid,35.04,9.48,sandy-loam,Pepper,11,2021,22.47,0.0749,0.0713,0.1361,18.61,57.86,4.56,299.0,0.9038,0.925,0.1307,0.28,0.1,1,0.5655,medium
521,2023-06-23,Kairouan,35.67,10.1,clay-loam,Pepper,6,2023,33.53,0.3074,0.255,0.4778,29.68,51.92,3.74,717.2,2.0028,1.868,0.252,0.36,0.18,0,0.442,mild
522,2022-08-28,Gabès,33.88,9.79,sandy,Barley,8,2022,39.43,0.0945,0.0888,0.1693,32.84,30.08,4.59,619.8,3.4852,1.853,0.0981,0.18,0.06,1,0.5858,medium
523,2021-08-13,Sfax,34.74,10.76,sandy-loam,Wheat,8,2021,35.34,0.1621,0.1462,0.277,32.09,41.28,3.39,759.4,2.807,2.02,0.1663,0.28,0.1,0,0.3628,mild
524,2022-08-01,Gabès,33.88,9.79,sandy,Barley,8,2022,38.62,0.1647,0.1483,0.2809,34.57,41.12,2.27,791.7,3.2325,2.165,0.1136,0.18,0.06,0,0.3739,mild
525,2022-11-16,Gafsa,34.43,8.78,sandy,Tomato,11,2022,22.35,0.1689,0.1517,0.2873,19.82,66.51,2.17,233.3,0.7743,0.844,0.1104,0.18,0.06,0,0.4113,mild
526,2022-09-16,Sidi Bouzid,35.04,9.48,sandy-loam,Wheat,9,2022,34.26,0.1736,0.1555,0.2943,30.62,47.13,5.65,579.0,2.3247,1.712,0.1757,0.28,0.1,0,0.4354,mild
527,2021-10-18,Sfax,34.74,10.76,sandy-loam,Tomato,10,2021,32.84,0.1383,0.1266,0.2403,27.3,56.63,5.82,401.6,1.5733,1.328,0.1653,0.28,0.1,0,0.6704,medium
528,2021-06-15,Gabès,33.88,9.79,sandy,Wheat,6,2021,35.26,0.1103,0.1027,0.1954,29.15,41.27,1.34,737.5,2.3738,1.874,0.0833,0.18,0.06,1,0.6034,medium
529,2022-11-11,Kairouan,35.67,10.1,clay-loam,Barley,11,2022,21.36,0.0544,0.0525,0.1003,15.74,50.0,4.75,274.8,0.8942,0.817,0.1954,0.36,0.18,1,0.7601,high
530,2022-02-16,Kairouan,35.67,10.1,clay-loam,Tomato,2,2022,19.21,0.0977,0.0917,0.1746,14.54,56.13,3.98,276.3,0.7265,0.79,0.2183,0.36,0.18,1,0.6944,medium
531,2022-03-17,Sfax,34.74,10.76,sandy-loam,Olive,3,2022,21.14,0.0793,0.0753,0.1436,15.95,55.97,3.95,469.3,0.7981,1.074,0.1476,0.28,0.1,0,0.6647,medium
532,2023-01-21,Sfax,34.74,10.76,sandy-loam,Pepper,1,2023,15.96,0.2662,0.226,0.4247,14.61,76.61,2.5,252.0,0.3891,0.756,0.2118,0.28,0.1,0,0.3054,mild
533,2021-12-28,Béja,36.73,9.18,loam,Wheat,12,2021,11.04,0.2357,0.2036,0.3834,10.9,86.66,4.78,214.4,0.174,0.618,0.2407,0.32,0.12,0,0.1935,low
534,2022-07-24,Nabeul,36.45,10.73,sandy,Potato,7,2022,34.03,0.2269,0.197,0.3712,30.44,37.11,4.86,814.5,2.7372,2.023,0.1216,0.18,0.06,0,0.4441,mild
535,2022-02-02,Gabès,33.88,9.79,sandy,Olive,2,2022,14.43,0.1676,0.1507,0.2853,13.02,68.23,3.02,260.2,0.4763,0.73,0.1424,0.18,0.06,0,0.2608,mild
536,2021-03-01,Kairouan,35.67,10.1,clay-loam,Barley,3,2021,19.59,0.0738,0.0703,0.1342,12.44,39.51,5.32,428.1,0.8732,0.919,0.1924,0.36,0.18,0,0.9253,extreme
537,2022-05-23,Kairouan,35.67,10.1,clay-loam,Citrus,5,2022,28.05,0.2428,0.2088,0.3932,24.95,59.52,2.06,776.4,1.2787,1.75,0.2949,0.36,0.18,0,0.4217,mild
538,2022-08-27,Kairouan,35.67,10.1,clay-loam,Tomato,8,2022,32.83,0.6174,0.4372,0.8046,32.31,64.55,5.57,757.7,1.7154,2.027,0.3224,0.36,0.18,0,0.1516,low
539,2022-03-11,Kairouan,35.67,10.1,clay-loam,Tomato,3,2022,18.29,0.3107,0.2573,0.482,17.24,78.22,3.56,480.7,0.4283,1.129,0.3044,0.36,0.18,0,0.23,low
540,2021-09-18,Bizerte,37.27,9.87,loam,Wheat,9,2021,30.09,0.2012,0.1773,0.3349,27.48,59.17,1.93,721.1,1.4971,1.787,0.2265,0.32,0.12,0,0.4199,mild
541,2023-04-21,Gabès,33.88,9.79,sandy,Wheat,4,2023,28.07,0.01,0.0099,0.0191,20.89,48.48,5.27,465.9,1.2726,1.227,0.0613,0.18,0.06,1,0.8683,high
542,2021-11-03,Kairouan,35.67,10.1,clay-loam,Olive,11,2021,18.36,0.1125,0.1046,0.199,16.85,70.78,2.75,281.5,0.5609,0.854,0.2536,0.36,0.18,0,0.3198,mild
543,2023-07-25,Sidi Bouzid,35.04,9.48,sandy-loam,Citrus,7,2023,35.82,0.3796,0.3028,0.5647,34.26,47.56,3.92,900.2,2.8295,2.295,0.2702,0.28,0.1,0,0.2363,low
544,2022-08-02,Sfax,34.74,10.76,sandy-loam,Pepper,8,2022,40.93,0.1236,0.1141,0.2169,31.88,25.67,5.06,720.9,3.5099,1.96,0.1279,0.28,0.1,1,0.7894,high
545,2022-03-15,Sidi Bouzid,35.04,9.48,sandy-loam,Barley,3,2022,20.41,0.2401,0.2069,0.3896,18.85,69.63,3.77,442.6,0.6612,1.133,0.1684,0.28,0.1,0,0.2681,mild
546,2023-08-26,Nabeul,36.45,10.73,sandy,Potato,8,2023,36.23,0.2304,0.1996,0.3761,34.45,50.82,1.22,891.4,2.6828,2.292,0.1278,0.18,0.06,0,0.2556,mild
547,2022-05-22,Kairouan,35.67,10.1,clay-loam,Wheat,5,2022,24.64,0.2744,0.2319,0.4355,23.45,58.36,2.05,572.6,1.2024,1.451,0.257,0.36,0.18,0,0.2645,mild
548,2023-03-24,Sfax,34.74,10.76,sandy-loam,Tomato,3,2023,20.64,0.1388,0.127,0.241,15.92,51.6,3.06,426.5,0.8755,1.023,0.1573,0.28,0.1,1,0.6234,medium
549,2021-03-22,Bizerte,37.27,9.87,loam,Wheat,3,2021,18.1,0.2879,0.2414,0.453,17.04,73.05,4.67,492.7,0.5235,1.136,0.2155,0.32,0.12,0,0.2921,mild
550,2023-07-15,Gabès,33.88,9.79,sandy,Tomato,7,2023,47.13,0.082,0.0777,0.1482,35.54,24.81,5.48,951.3,4.3546,2.417,0.0648,0.18,0.06,1,0.8591,high
551,2022-07-09,Kairouan,35.67,10.1,clay-loam,Tomato,7,2022,44.99,0.0772,0.0734,0.1401,33.58,29.86,2.55,851.5,3.6442,2.203,0.1993,0.36,0.18,1,0.9632,extreme
552,2023-09-20,Gafsa,34.43,8.78,sandy,Pepper,9,2023,27.61,0.2765,0.2333,0.4382,26.46,70.66,5.83,599.9,1.0134,1.593,0.1392,0.18,0.06,0,0.2189,low
553,2023-03-26,Sidi Bouzid,35.04,9.48,sandy-loam,Citrus,3,2023,19.92,0.1154,0.1071,0.2037,15.35,56.7,2.51,385.4,0.7555,0.956,0.1698,0.28,0.1,0,0.6331,medium
554,2023-10-15,Nabeul,36.45,10.73,sandy,Tomato,10,2023,25.29,0.1521,0.138,0.2616,21.31,53.73,0.71,439.7,1.1727,1.205,0.1038,0.18,0.06,0,0.5857,medium
555,2022-10-04,Sidi Bouzid,35.04,9.48,sandy-loam,Barley,10,2022,24.54,0.1236,0.1142,0.217,23.43,55.7,1.08,484.8,1.2774,1.334,0.1736,0.28,0.1,0,0.2513,mild
556,2022-05-10,Gafsa,34.43,8.78,sandy,Potato,5,2022,24.24,0.3363,0.2746,0.5135,22.27,53.98,3.95,738.8,1.2369,1.6,0.1225,0.18,0.06,0,0.2972,mild
557,2021-08-04,Gafsa,34.43,8.78,sandy,Citrus,8,2021,30.62,0.3294,0.27,0.5051,31.09,62.96,1.89,830.1,1.6727,2.07,0.1614,0.18,0.06,0,0.0571,low
558,2022-10-25,Bizerte,37.27,9.87,loam,Citrus,10,2022,22.4,0.1036,0.0969,0.1845,18.79,50.75,1.71,456.6,1.0681,1.149,0.1653,0.32,0.12,0,0.5726,medium
559,2022-04-23,Béja,36.73,9.18,loam,Tomato,4,2022,25.56,0.1336,0.1226,0.2329,21.2,53.15,5.56,578.2,1.1795,1.378,0.1719,0.32,0.12,1,0.6462,medium
560,2021-08-06,Gafsa,34.43,8.78,sandy,Tomato,8,2021,41.03,0.0211,0.0208,0.0399,31.14,21.73,3.36,629.1,3.5455,1.804,0.0655,0.18,0.06,1,0.8363,high
561,2022-04-14,Bizerte,37.27,9.87,loam,Olive,4,2022,21.36,0.0364,0.0355,0.068,14.39,41.82,5.36,578.8,0.9538,1.138,0.1364,0.32,0.12,0,0.9753,extreme
562,2022-02-25,Gabès,33.88,9.79,sandy,Pepper,2,2022,22.68,0.0357,0.0348,0.0668,15.99,50.0,1.5,281.7,0.9085,0.833,0.0632,0.18,0.06,1,0.8248,high
563,2021-04-15,Gabès,33.88,9.79,sandy,Barley,4,2021,27.07,0.1748,0.1564,0.2961,22.76,56.46,1.44,479.0,1.2054,1.304,0.1003,0.18,0.06,1,0.5284,medium
564,2022-05-17,Bizerte,37.27,9.87,loam,Barley,5,2022,25.2,0.2136,0.1869,0.3526,20.08,43.06,0.96,585.0,1.3378,1.346,0.1953,0.32,0.12,0,0.6944,medium
565,2023-12-05,Sidi Bouzid,35.04,9.48,sandy-loam,Citrus,12,2023,16.65,0.4408,0.3405,0.6327,16.91,80.34,1.48,209.6,0.3789,0.738,0.2252,0.28,0.1,0,0.1001,low
566,2023-07-03,Gafsa,34.43,8.78,sandy,Potato,7,2023,37.24,0.0945,0.0889,0.1694,31.6,25.97,3.3,918.2,3.4405,2.199,0.0925,0.18,0.06,1,0.5129,medium
567,2023-08-12,Sfax,34.74,10.76,sandy-loam,Pepper,8,2023,34.53,0.3891,0.3088,0.5755,31.4,50.25,4.95,868.5,2.2862,2.13,0.2077,0.28,0.1,0,0.3543,mild
568,2021-03-25,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,3,2021,15.04,0.117,0.1084,0.2062,13.29,60.42,2.44,386.4,0.604,0.898,0.1857,0.28,0.1,0,0.2981,mild
569,2021-04-15,Nabeul,36.45,10.73,sandy,Wheat,4,2021,22.88,0.629,0.443,0.8148,21.83,74.55,0.92,641.8,0.6662,1.475,0.18,0.18,0.06,0,0.2421,low
570,2023-05-26,Sidi Bouzid,35.04,9.48,sandy-loam,Potato,5,2023,28.16,0.4224,0.3294,0.6128,26.06,59.78,4.95,597.4,1.3566,1.575,0.2093,0.28,0.1,0,0.3316,mild
571,2023-02-23,Nabeul,36.45,10.73,sandy,Olive,2,2023,17.34,0.1114,0.1036,0.1971,13.36,65.0,2.73,280.4,0.5367,0.767,0.097,0.18,0.06,1,0.6585,medium
572,2021-07-19,Nabeul,36.45,10.73,sandy,Barley,7,2021,30.65,0.2123,0.1859,0.3508,30.71,57.47,2.13,710.8,1.8796,1.9,0.1342,0.18,0.06,0,0.0761,low
573,2021-08-06,Gafsa,34.43,8.78,sandy,Wheat,8,2021,37.83,0.1534,0.1391,0.2636,31.06,29.83,2.61,800.0,3.1625,2.031,0.1143,0.18,0.06,0,0.6281,medium
574,2022-05-19,Gafsa,34.43,8.78,sandy,Wheat,5,2022,25.52,0.5599,0.4075,0.7522,25.73,69.66,4.97,544.9,1.0033,1.493,0.1556,0.18,0.06,0,0.0653,low
575,2022-11-23,Nabeul,36.45,10.73,sandy,Tomato,11,2022,17.16,0.2699,0.2286,0.4296,17.43,84.07,5.04,299.4,0.3173,0.896,0.1392,0.18,0.06,0,0.1148,low
576,2021-07-14,Sfax,34.74,10.76,sandy-loam,Barley,7,2021,45.55,0.0987,0.0926,0.1763,36.18,30.82,4.31,764.4,4.1495,2.193,0.1509,0.28,0.1,1,0.7181,medium
577,2022-03-27,Bizerte,37.27,9.87,loam,Barley,3,2022,18.29,0.2172,0.1896,0.3577,16.98,60.52,4.35,475.7,0.764,1.115,0.1918,0.32,0.12,0,0.3015,mild
578,2021-07-02,Sfax,34.74,10.76,sandy-loam,Olive,7,2021,41.8,0.1131,0.1051,0.1999,33.85,37.59,4.84,670.5,3.2928,1.965,0.1355,0.28,0.1,0,0.6979,medium
579,2023-01-15,Gafsa,34.43,8.78,sandy,Citrus,1,2023,16.95,0.2509,0.2148,0.4042,14.68,73.15,5.96,180.5,0.4484,0.641,0.1143,0.18,0.06,0,0.4007,mild
580,2021-01-27,Bizerte,37.27,9.87,loam,Citrus,1,2021,13.78,0.3589,0.2894,0.5405,13.17,79.05,2.42,190.6,0.3173,0.628,0.2384,0.32,0.12,0,0.1919,low
581,2023-05-25,Gabès,33.88,9.79,sandy,Citrus,5,2023,27.61,0.2711,0.2295,0.4311,26.56,63.13,3.71,698.6,1.2811,1.723,0.142,0.18,0.06,0,0.2138,low
582,2023-05-06,Gafsa,34.43,8.78,sandy,Potato,5,2023,31.78,0.1374,0.1258,0.2388,22.74,38.31,1.35,693.0,1.7057,1.568,0.0735,0.18,0.06,0,0.937,extreme
583,2022-02-25,Sfax,34.74,10.76,sandy-loam,Olive,2,2022,16.36,0.1103,0.1027,0.1954,13.68,66.57,5.11,309.7,0.5237,0.814,0.1782,0.28,0.1,0,0.4032,mild
584,2022-03-05,Kairouan,35.67,10.1,clay-loam,Wheat,3,2022,13.09,0.5906,0.4235,0.7805,13.9,80.94,3.43,493.2,0.3028,1.035,0.3409,0.36,0.18,0,0.0142,low
585,2023-04-27,Gafsa,34.43,8.78,sandy,Potato,4,2023,30.45,0.1117,0.1039,0.1977,24.15,45.75,3.54,492.7,1.6338,1.368,0.0806,0.18,0.06,0,0.7067,medium
586,2021-09-25,Kairouan,35.67,10.1,clay-loam,Pepper,9,2021,39.52,0.0564,0.0543,0.1039,29.35,34.83,3.57,661.1,2.6637,1.781,0.1881,0.36,0.18,0,0.9584,extreme
587,2022-06-28,Gafsa,34.43,8.78,sandy,Tomato,6,2022,43.12,0.037,0.0361,0.0691,33.83,25.14,2.5,798.9,3.9438,2.144,0.0625,0.18,0.06,1,0.7522,high
588,2021-02-08,Nabeul,36.45,10.73,sandy,Pepper,2,2021,14.02,0.2145,0.1875,0.3538,12.17,70.68,3.55,357.0,0.4159,0.832,0.1348,0.18,0.06,0,0.3833,mild
589,2021-03-03,Sfax,34.74,10.76,sandy-loam,Wheat,3,2021,23.1,0.3465,0.2813,0.5258,20.71,68.66,1.08,420.4,0.7656,1.16,0.1896,0.28,0.1,0,0.3754,mild
590,2023-03-06,Sfax,34.74,10.76,sandy-loam,Potato,3,2023,20.71,0.5848,0.4205,0.7752,21.19,74.89,3.55,352.8,0.6317,1.076,0.2561,0.28,0.1,0,0.0715,low
591,2021-05-09,Sidi Bouzid,35.04,9.48,sandy-loam,Pepper,5,2021,27.25,0.236,0.2038,0.3839,25.73,59.59,4.27,652.1,1.3367,1.633,0.209,0.28,0.1,0,0.2793,mild
592,2021-11-13,Kairouan,35.67,10.1,clay-loam,Wheat,11,2021,26.57,0.0867,0.0819,0.1562,21.53,54.65,0.87,247.1,1.1654,0.909,0.2138,0.36,0.18,0,0.6654,medium
593,2022-04-13,Bizerte,37.27,9.87,loam,Olive,4,2022,16.1,0.1346,0.1234,0.2344,15.46,67.01,5.58,549.4,0.5794,1.145,0.2115,0.32,0.12,0,0.2518,mild
594,2023-08-26,Béja,36.73,9.18,loam,Wheat,8,2023,31.2,0.1687,0.1516,0.287,27.65,44.47,2.03,663.2,2.0561,1.72,0.2123,0.32,0.12,0,0.4607,mild
595,2023-12-12,Kairouan,35.67,10.1,clay-loam,Tomato,12,2023,13.11,0.1935,0.1713,0.3238,11.58,70.01,5.25,181.8,0.4092,0.582,0.2637,0.36,0.18,0,0.2743,mild
596,2021-01-05,Sidi Bouzid,35.04,9.48,sandy-loam,Pepper,1,2021,18.36,0.0556,0.0535,0.1024,12.62,50.0,3.58,162.6,0.7304,0.57,0.1268,0.28,0.1,0,0.7732,high
597,2022-01-28,Bizerte,37.27,9.87,loam,Tomato,1,2022,16.81,0.08,0.0759,0.1449,10.95,50.0,3.43,215.0,0.6542,0.619,0.1514,0.32,0.12,1,0.9145,extreme
598,2021-06-04,Gabès,33.88,9.79,sandy,Olive,6,2021,32.5,0.3125,0.2584,0.4841,28.44,43.65,3.0,828.5,2.1846,1.956,0.1391,0.18,0.06,0,0.4562,mild
599,2021-12-24,Kairouan,35.67,10.1,clay-loam,Citrus,12,2021,17.74,0.4709,0.3582,0.6644,17.54,88.75,6.11,215.4,0.2256,0.762,0.3303,0.36,0.18,0,0.1155,low
600,2021-03-27,Sidi Bouzid,35.04,9.48,sandy-loam,Olive,3,2021,13.0,0.2506,0.2146,0.4038,13.91,79.56,1.65,355.6,0.3248,0.879,0.2469,0.28,0.1,0,0.0137,low
601,2021-08-13,Bizerte,37.27,9.87,loam,Olive,8,2021,31.76,0.1233,0.1139,0.2165,27.38,38.49,1.63,724.2,2.2424,1.787,0.1756,0.32,0.12,0,0.5293,medium
602,2023-08-06,Sidi Bouzid,35.04,9.48,sandy-loam,Tomato,8,2023,38.79,0.1755,0.1571,0.2972,33.08,39.14,5.71,750.3,3.0749,2.048,0.1358,0.28,0.1,1,0.5622,medium
603,2023-12-23,Gafsa,34.43,8.78,sandy,Olive,12,2023,19.81,0.156,0.1412,0.2677,18.28,70.12,3.34,200.3,0.6276,0.75,0.1205,0.18,0.06,0,0.2828,mild
604,2023-05-11,Nabeul,36.45,10.73,sandy,Tomato,5,2023,21.06,0.3613,0.291,0.5434,19.55,51.73,3.03,613.9,1.0977,1.36,0.1235,0.18,0.06,0,0.3056,mild
605,2021-01-25,Kairouan,35.67,10.1,clay-loam,Citrus,1,2021,16.19,0.3856,0.3066,0.5716,15.64,85.13,5.36,176.6,0.2642,0.653,0.2963,0.36,0.18,0,0.1809,low
606,2022-06-11,Kairouan,35.67,10.1,clay-loam,Olive,6,2022,35.84,0.1426,0.1302,0.247,29.97,37.37,3.17,704.8,2.6521,1.863,0.241,0.36,0.18,0,0.6239,medium
607,2021-08-01,Kairouan,35.67,10.1,clay-loam,Barley,8,2021,32.2,0.2826,0.2377,0.4461,32.19,56.65,1.81,705.4,2.0839,1.951,0.3171,0.36,0.18,0,0.0871,low
608,2023-10-13,Bizerte,37.27,9.87,loam,Citrus,10,2023,21.25,0.2149,0.1879,0.3544,18.86,55.63,3.71,407.3,0.9667,1.087,0.2349,0.32,0.12,0,0.4566,mild
609,2023-07-09,Kairouan,35.67,10.1,clay-loam,Wheat,7,2023,32.22,0.2454,0.2108,0.3967,28.72,51.01,3.16,841.1,1.9314,1.983,0.2931,0.36,0.18,0,0.4492,mild
610,2023-07-20,Kairouan,35.67,10.1,clay-loam,Potato,7,2023,31.42,0.1936,0.1713,0.3238,29.51,43.2,3.73,875.4,2.3438,2.057,0.2668,0.36,0.18,0,0.2829,mild
611,2021-11-13,Bizerte,37.27,9.87,loam,Tomato,11,2021,15.27,0.3131,0.2589,0.4849,15.92,77.79,4.85,238.6,0.4019,0.765,0.2749,0.32,0.12,0,0.0585,low
612,2021-09-17,Sfax,34.74,10.76,sandy-loam,Pepper,9,2021,36.39,0.2706,0.2291,0.4304,32.01,58.16,2.55,610.1,1.9901,1.808,0.2167,0.28,0.1,0,0.4824,mild
613,2023-06-07,Gafsa,34.43,8.78,sandy,Olive,6,2023,31.48,0.1466,0.1335,0.2532,27.05,44.68,4.35,655.4,1.9778,1.687,0.0975,0.18,0.06,1,0.5164,medium
614,2022-04-02,Béja,36.73,9.18,loam,Tomato,4,2022,26.39,0.0864,0.0817,0.1558,21.37,52.23,5.97,562.3,1.215,1.365,0.172,0.32,0.12,0,0.6786,medium
615,2022-06-25,Kairouan,35.67,10.1,clay-loam,Wheat,6,2022,26.79,0.1453,0.1324,0.2511,24.48,56.54,4.0,696.9,1.3349,1.64,0.2594,0.36,0.18,0,0.3674,mild
616,2022-01-03,Gabès,33.88,9.79,sandy,Olive,1,2022,17.67,0.1532,0.1389,0.2633,16.05,66.31,5.36,215.8,0.6145,0.731,0.1285,0.18,0.06,0,0.3148,mild
617,2022-08-09,Kairouan,35.67,10.1,clay-loam,Olive,8,2022,35.8,0.1892,0.1679,0.3175,30.21,33.07,1.67,823.4,2.875,2.024,0.2506,0.36,0.18,0,0.5319,medium
618,2021-02-24,Nabeul,36.45,10.73,sandy,Wheat,2,2021,18.14,0.1142,0.106,0.2017,13.38,65.0,5.89,339.9,0.5373,0.845,0.0891,0.18,0.06,1,0.7096,medium
619,2022-06-02,Sfax,34.74,10.76,sandy-loam,Tomato,6,2022,31.91,0.4001,0.3157,0.588,28.58,54.84,3.64,872.8,1.7656,2.013,0.2082,0.28,0.1,0,0.3928,mild
620,2022-05-08,Gabès,33.88,9.79,sandy,Tomato,5,2022,29.34,0.4629,0.3536,0.6561,28.78,66.13,4.57,649.1,1.3395,1.744,0.1275,0.18,0.06,0,0.1571,low
621,2023-03-01,Sfax,34.74,10.76,sandy-loam,Pepper,3,2023,24.53,0.2491,0.2135,0.4018,21.68,64.48,3.54,473.2,0.9212,1.262,0.2012,0.28,0.1,0,0.4022,mild
